"GEOID","multinom","rf","growth_prob","consensus"
"170318068021","Growth","Growth",1,"3"
"170318068022","Growth","Growth",1,"3"
"170318068023","Growth","Growth",1,"3"
"170318069001","Stable","Stable",6.49783380382025e-278,"2"
"170318069002","Growth","Growth",1,"3"
"170318069003","Growth","Growth",1,"3"
"170318070001","Growth","Growth",1,"3"
"170318070002","Decline","Decline",0,"1"
"170318070003","Growth","Growth",1,"3"
"170318070004","Growth","Growth",1,"3"
"170318071001","Growth","Growth",1,"3"
"170318071002","Growth","Growth",1,"3"
"170318071003","Growth","Growth",1,"3"
"170318072001","Growth","Growth",1,"3"
"170318072002","Growth","Growth",1,"3"
"170318072003","Growth","Growth",1,"3"
"170318072004","Decline","Decline",0,"1"
"170318072005","Growth","Growth",1,"3"
"170318073001","Growth","Growth",1,"3"
"170318073002","Stable","Stable",8.4003296188739e-205,"2"
"170318073003","Growth","Growth",1,"3"
"170318073005","Growth","Growth",1,"3"
"170318074001","Stable","Stable",2.94534454235825e-311,"2"
"170318074002","Growth","Growth",1,"3"
"170318074003","Growth","Growth",1,"3"
"170318074005","Growth","Growth",1,"3"
"170318075001","Growth","Growth",1,"3"
"170318075002","Growth","Growth",1,"3"
"170318075003","Growth","Growth",1,"3"
"170318076001","Growth","Growth",1,"3"
"170318076002","Decline","Decline",0,"1"
"170318076005","Growth","Growth",1,"3"
"170318077001","Growth","Growth",1,"3"
"170318077002","Growth","Growth",1,"3"
"170318077003","Growth","Growth",1,"3"
"170318078001","Growth","Growth",1,"3"
"170318078002","Growth","Growth",1,"3"
"170318079001","Growth","Growth",1,"3"
"170318079002","Growth","Growth",1,"3"
"170318079003","Decline","Decline",0,"1"
"170318080011","Stable","Stable",1.18728330281097e-104,"2"
"170318080012","Decline","Decline",0,"1"
"170318080013","Growth","Growth",1,"3"
"170318080021","Growth","Growth",1,"3"
"170318080022","Growth","Growth",1,"3"
"170318080023","Growth","Growth",1,"3"
"170318080024","Growth","Growth",1,"3"
"170318081001","Growth","Growth",1,"3"
"170318081002","Growth","Growth",1,"3"
"170318082001","Growth","Growth",1,"3"
"170318082002","Growth","Growth",1,"3"
"170318082003","Growth","Growth",1,"3"
"170318083011","Decline","Decline",0,"1"
"170318083012","Stable","Stable",1.63722271497701e-141,"2"
"170318083013","Growth","Growth",1,"3"
"170318083014","Decline","Decline",0,"1"
"170318083021","Decline","Decline",0,"1"
"170318083022","Growth","Growth",1,"3"
"170318083023","Growth","Growth",1,"3"
"170318084001","Growth","Growth",1,"3"
"170318084002","Growth","Growth",1,"3"
"170318084003","Growth","Growth",1,"3"
"170318085001","Growth","Growth",1,"3"
"170318085003","Growth","Growth",1,"3"
"170318085004","Growth","Growth",1,"3"
"170318086001","Growth","Growth",1,"3"
"170318086002","Growth","Growth",1,"3"
"170318087021","Decline","Decline",0,"1"
"170318088001","Growth","Growth",1,"3"
"170318088002","Growth","Growth",1,"3"
"170318089001","Growth","Growth",1,"3"
"170318089002","Growth","Growth",1,"3"
"170318089003","Growth","Growth",1,"3"
"170318090001","Growth","Growth",1,"3"
"170318090002","Growth","Growth",1,"3"
"170318090003","Growth","Growth",1,"3"
"170318090004","Growth","Growth",1,"3"
"170318091001","Stable","Stable",0,"2"
"170318091002","Growth","Growth",1,"3"
"170318091003","Decline","Decline",0,"1"
"170318092002","Stable","Stable",2.86699185070095e-96,"2"
"170318092003","Growth","Growth",1,"3"
"170318093003","Growth","Growth",1,"3"
"170318094001","Growth","Growth",1,"3"
"170318094002","Stable","Stable",1.64377500413394e-160,"2"
"170318094003","Decline","Decline",0,"1"
"170318094004","Decline","Decline",2.87226800642258e-171,"1"
"170318094011","Stable","Stable",2.7263592988034e-218,"2"
"170318094012","Growth","Growth",1,"3"
"170318094021","Stable","Stable",0,"2"
"170318094022","Growth","Growth",1,"3"
"170318095001","Decline","Decline",0,"1"
"170318095002","Growth","Growth",1,"3"
"170318095003","Stable","Stable",1.06002395637432e-96,"2"
"170318096001","Decline","Decline",0,"1"
"170318096002","Growth","Growth",1,"3"
"170318097001","Growth","Growth",1,"3"
"170318097002","Growth","Growth",1,"3"
"170318097003","Growth","Growth",1,"3"
"170318098001","Decline","Decline",0,"1"
"170318098002","Growth","Growth",1,"3"
"170318099001","Growth","Growth",1,"3"
"170318099002","Stable","Stable",4.78604115034362e-133,"2"
"170318100001","Growth","Growth",1,"3"
"170318100002","Growth","Growth",1,"3"
"170318100003","Growth","Growth",1,"3"
"170318101001","Decline","Decline",0,"1"
"170318101002","Growth","Growth",1,"3"
"170318101003","Growth","Growth",1,"3"
"170318101004","Growth","Growth",1,"3"
"170318101005","Stable","Stable",0,"2"
"170318102001","Decline","Decline",0,"1"
"170318102002","Growth","Growth",1,"3"
"170318102003","Decline","Decline",0,"1"
"170318102004","Growth","Growth",1,"3"
"170318102005","Decline","Decline",0,"1"
"170318102006","Growth","Growth",1,"3"
"170318103011","Growth","Growth",1,"3"
"170318103012","Growth","Growth",1,"3"
"170318103013","Growth","Growth",1,"3"
"170318103014","Growth","Growth",1,"3"
"170318103021","Growth","Growth",1,"3"
"170318103022","Growth","Growth",1,"3"
"170318103023","Growth","Growth",1,"3"
"170318104001","Growth","Growth",1,"3"
"170318104002","Growth","Growth",1,"3"
"170318104003","Growth","Growth",1,"3"
"170318104004","Growth","Growth",1,"3"
"170318105011","Growth","Growth",1,"3"
"170318105012","Growth","Growth",1,"3"
"170318105013","Growth","Growth",1,"3"
"170318105014","Growth","Growth",1,"3"
"170318105015","Growth","Growth",1,"3"
"170318105021","Growth","Growth",1,"3"
"170318105022","Growth","Growth",1,"3"
"170318105023","Growth","Growth",1,"3"
"170318106001","Stable","Stable",7.15035487400797e-215,"2"
"170318106002","Growth","Growth",1,"3"
"170318106003","Growth","Growth",1,"3"
"170318107011","Growth","Growth",1,"3"
"170318107013","Growth","Growth",1,"3"
"170318107014","Growth","Growth",1,"3"
"170318107021","Growth","Growth",1,"3"
"170318107022","Growth","Growth",1,"3"
"170318107023","Growth","Growth",1,"3"
"170318108001","Growth","Growth",1,"3"
"170318108002","Growth","Growth",1,"3"
"170318108003","Growth","Growth",1,"3"
"170318108004","Growth","Growth",1,"3"
"170318109001","Growth","Growth",1,"3"
"170318109002","Growth","Growth",1,"3"
"170318109004","Stable","Stable",2.78540592988828e-108,"2"
"170318109005","Growth","Growth",1,"3"
"170318110001","Growth","Growth",1,"3"
"170318110002","Growth","Growth",1,"3"
"170318110003","Growth","Growth",1,"3"
"170318110005","Growth","Growth",1,"3"
"170318111001","Stable","Stable",1.22500728440696e-73,"2"
"170318111002","Growth","Growth",1,"3"
"170318111003","Growth","Growth",1,"3"
"170318111004","Growth","Growth",1,"3"
"170318111005","Growth","Growth",1,"3"
"170318112001","Growth","Growth",1,"3"
"170318112002","Growth","Growth",1,"3"
"170318112003","Stable","Stable",1.90236772259411e-307,"2"
"170318112004","Growth","Growth",1,"3"
"170318113011","Growth","Growth",1,"3"
"170318113012","Decline","Decline",0,"1"
"170318113013","Growth","Growth",1,"3"
"170318113014","Growth","Growth",1,"3"
"170318113021","Growth","Growth",1,"3"
"170318113022","Growth","Growth",1,"3"
"170318114011","Growth","Growth",1,"3"
"170318114012","Growth","Growth",1,"3"
"170318114013","Growth","Growth",1,"3"
"170318114014","Growth","Growth",1,"3"
"170318114015","Growth","Growth",1,"3"
"170318114021","Growth","Growth",1,"3"
"170318114022","Decline","Decline",0,"1"
"170318114023","Growth","Growth",1,"3"
"170318115001","Growth","Growth",1,"3"
"170318115002","Growth","Growth",1,"3"
"170318115003","Growth","Growth",1,"3"
"170318115004","Stable","Stable",9.64072386744276e-15,"2"
"170318116001","Growth","Growth",1,"3"
"170318116002","Growth","Growth",1,"3"
"170318116003","Decline","Decline",0,"1"
"170318117011","Growth","Growth",1,"3"
"170318117012","Growth","Growth",1,"3"
"170318117021","Growth","Growth",1,"3"
"170318117022","Decline","Decline",0,"1"
"170318117023","Growth","Growth",1,"3"
"170318118001","Decline","Decline",0,"1"
"170318118002","Stable","Stable",7.6073895615793e-23,"2"
"170318118003","Growth","Growth",1,"3"
"170318118004","Growth","Growth",1,"3"
"170318119001","Growth","Growth",1,"3"
"170318119003","Growth","Growth",1,"3"
"170318119004","Growth","Growth",1,"3"
"170318120003","Stable","Stable",2.70863734367574e-250,"2"
"170318120004","Growth","Growth",1,"3"
"170318120005","Growth","Growth",1,"3"
"170318120006","Growth","Growth",1,"3"
"170318121001","Growth","Growth",1,"3"
"170318121002","Growth","Growth",1,"3"
"170318121003","Growth","Growth",1,"3"
"170318121004","Growth","Growth",1,"3"
"170318121005","Growth","Growth",1,"3"
"170318122001","Growth","Growth",1,"3"
"170318122002","Growth","Growth",1,"3"
"170318122003","Growth","Growth",1,"3"
"170318122004","Stable","Stable",1.78766139034734e-67,"2"
"170318123011","Decline","Decline",0,"1"
"170318123012","Growth","Growth",1,"3"
"170318123013","Growth","Growth",1,"3"
"170318123021","Decline","Decline",0,"1"
"170318123022","Growth","Growth",1,"3"
"170318123023","Growth","Growth",1,"3"
"170318124001","Growth","Growth",1,"3"
"170318124002","Decline","Decline",0,"1"
"170318124003","Growth","Growth",1,"3"
"170318125001","Growth","Growth",1,"3"
"170318125002","Growth","Growth",1,"3"
"170318125003","Growth","Growth",1,"3"
"170318125004","Decline","Decline",0,"1"
"170318126001","Growth","Growth",1,"3"
"170318126002","Growth","Growth",1,"3"
"170318126003","Growth","Growth",1,"3"
"170318126004","Growth","Growth",1,"3"
"170318127001","Growth","Growth",1,"3"
"170318127002","Growth","Growth",1,"3"
"170318127003","Growth","Growth",1,"3"
"170318128011","Growth","Growth",1,"3"
"170318128012","Growth","Growth",1,"3"
"170318128021","Growth","Growth",1,"3"
"170318128022","Growth","Growth",1,"3"
"170318128023","Growth","Growth",1,"3"
"170318129001","Growth","Growth",1,"3"
"170318129002","Growth","Growth",1,"3"
"170318129003","Decline","Decline",0,"1"
"170318129004","Growth","Growth",1,"3"
"170318130001","Growth","Growth",1,"3"
"170318130002","Growth","Growth",1,"3"
"170318130003","Growth","Growth",1,"3"
"170318130004","Growth","Growth",1,"3"
"170318130005","Growth","Growth",1,"3"
"170318131001","Growth","Growth",1,"3"
"170318131002","Growth","Growth",1,"3"
"170318131003","Decline","Decline",0,"1"
"170318131004","Growth","Growth",1,"3"
"170318131005","Growth","Growth",1,"3"
"170318132001","Stable","Stable",1.27476082178033e-99,"2"
"170318132002","Growth","Growth",1,"3"
"170318132003","Growth","Growth",1,"3"
"170318132004","Growth","Growth",1,"3"
"170318132005","Growth","Growth",1,"3"
"170318133011","Growth","Growth",1,"3"
"170318133012","Growth","Growth",1,"3"
"170318133013","Stable","Stable",8.63360400400059e-27,"2"
"170318133021","Growth","Growth",1,"3"
"170318133022","Growth","Growth",1,"3"
"170318134001","Growth","Growth",1,"3"
"170318134002","Growth","Growth",1,"3"
"170318134003","Growth","Growth",1,"3"
"170318134004","Growth","Growth",1,"3"
"170318134006","Growth","Growth",1,"3"
"170318135001","Growth","Growth",1,"3"
"170318135002","Growth","Growth",1,"3"
"170318135003","Growth","Growth",1,"3"
"170318135004","Growth","Growth",1,"3"
"170318136002","Growth","Growth",1,"3"
"170318136003","Growth","Growth",1,"3"
"170318137011","Stable","Stable",5.70934386618621e-46,"2"
"170318137012","Growth","Growth",1,"3"
"170318137021","Growth","Growth",1,"3"
"170318137022","Growth","Growth",1,"3"
"170318137023","Growth","Growth",1,"3"
"170318138011","Growth","Growth",1,"3"
"170318138012","Growth","Growth",1,"3"
"170318138013","Growth","Growth",1,"3"
"170318138022","Growth","Growth",1,"3"
"170318138023","Growth","Growth",1,"3"
"170318139001","Growth","Growth",1,"3"
"170318139002","Stable","Stable",3.8240562803812e-38,"2"
"170318139003","Growth","Growth",1,"3"
"170318139004","Growth","Growth",1,"3"
"170318139005","Growth","Growth",1,"3"
"170318140001","Growth","Growth",1,"3"
"170318140002","Growth","Growth",1,"3"
"170318140003","Decline","Decline",0,"1"
"170318140004","Growth","Growth",1,"3"
"170318141001","Growth","Growth",1,"3"
"170318141002","Growth","Growth",1,"3"
"170318141003","Growth","Growth",1,"3"
"170318142001","Growth","Growth",1,"3"
"170318142002","Growth","Growth",1,"3"
"170318142003","Growth","Growth",1,"3"
"170318142004","Growth","Growth",1,"3"
"170318142005","Growth","Growth",1,"3"
"170318142006","Growth","Growth",1,"3"
"170318143001","Growth","Growth",1,"3"
"170318143002","Growth","Growth",1,"3"
"170318144001","Growth","Growth",1,"3"
"170318144003","Decline","Decline",0,"1"
"170318144004","Growth","Growth",0.999999999996928,"3"
"170318144005","Decline","Decline",0,"1"
"170318145001","Growth","Growth",1,"3"
"170318145002","Growth","Growth",1,"3"
"170318145003","Growth","Growth",1,"3"
"170318146001","Growth","Growth",1,"3"
"170318146002","Growth","Growth",1,"3"
"170318146003","Growth","Growth",1,"3"
"170318146004","Growth","Growth",1,"3"
"170318146005","Growth","Growth",1,"3"
"170318147001","Growth","Growth",1,"3"
"170318147002","Growth","Growth",1,"3"
"170318147003","Stable","Stable",9.04976827287715e-263,"2"
"170318147004","Growth","Growth",1,"3"
"170318148001","Decline","Decline",0,"1"
"170318148002","Decline","Decline",0,"1"
"170318148003","Growth","Growth",1,"3"
"170318148004","Growth","Growth",1,"3"
"170318148005","Growth","Growth",1,"3"
"170318149001","Decline","Decline",0,"1"
"170318149002","Stable","Stable",3.3873421250243e-20,"2"
"170318149003","Growth","Growth",1,"3"
"170318149004","Growth","Growth",1,"3"
"170318150001","Growth","Growth",1,"3"
"170318150002","Growth","Growth",1,"3"
"170318150003","Growth","Growth",1,"3"
"170318151001","Growth","Growth",1,"3"
"170318151002","Growth","Growth",1,"3"
"170318151003","Growth","Growth",1,"3"
"170318152003","Stable","Stable",5.83478158226669e-86,"2"
"170318152004","Stable","Stable",1.00179626824609e-34,"2"
"170318152005","Growth","Growth",1,"3"
"170318153001","Growth","Growth",1,"3"
"170318153002","Growth","Growth",1,"3"
"170318153003","Growth","Growth",1,"3"
"170318153004","Growth","Growth",1,"3"
"170318154001","Stable","Stable",1.68110826676409e-80,"2"
"170318154004","Growth","Growth",1,"3"
"170318155001","Growth","Growth",1,"3"
"170318155002","Growth","Growth",1,"3"
"170318155003","Decline","Decline",0,"1"
"170318155004","Growth","Growth",1,"3"
"170318155005","Growth","Growth",1,"3"
"170318155006","Growth","Growth",1,"3"
"170318156001","Stable","Stable",1.70220723923979e-134,"2"
"170318156003","Growth","Growth",1,"3"
"170318156004","Growth","Growth",1,"3"
"170318156005","Growth","Growth",1,"3"
"170318157011","Growth","Growth",1,"3"
"170318157012","Growth","Growth",1,"3"
"170318157014","Growth","Growth",1,"3"
"170318157021","Growth","Growth",1,"3"
"170318157022","Growth","Growth",1,"3"
"170318157023","Growth","Growth",1,"3"
"170318157024","Decline","Decline",0,"1"
"170318157025","Growth","Growth",1,"3"
"170318158001","Growth","Growth",1,"3"
"170318159002","Growth","Growth",1,"3"
"170318159003","Growth","Growth",1,"3"
"170318160001","Growth","Growth",1,"3"
"170318160002","Growth","Growth",1,"3"
"170318160003","Growth","Growth",1,"3"
"170318161001","Growth","Growth",1,"3"
"170318161003","Growth","Growth",1,"3"
"170318161004","Stable","Stable",8.28529685503817e-272,"2"
"170318161005","Decline","Decline",0,"1"
"170318161006","Decline","Decline",0,"1"
"170318162001","Growth","Growth",1,"3"
"170318162002","Growth","Growth",1,"3"
"170318162003","Growth","Growth",1,"3"
"170318163001","Stable","Stable",8.41449888674633e-46,"2"
"170318163002","Growth","Growth",1,"3"
"170318163003","Growth","Growth",1,"3"
"170318164011","Growth","Growth",1,"3"
"170318164012","Growth","Growth",1,"3"
"170318164013","Growth","Growth",1,"3"
"170318164021","Growth","Growth",1,"3"
"170318164022","Growth","Growth",1,"3"
"170318164023","Growth","Growth",1,"3"
"170318164024","Growth","Growth",1,"3"
"170318165001","Stable","Stable",2.89745107326625e-74,"2"
"170318165002","Growth","Growth",1,"3"
"170318165003","Growth","Growth",1,"3"
"170318166001","Growth","Growth",1,"3"
"170318166002","Growth","Growth",1,"3"
"170318166003","Growth","Growth",1,"3"
"170318167002","Growth","Growth",1,"3"
"170318168001","Growth","Growth",1,"3"
"170318168002","Growth","Growth",1,"3"
"170318168003","Growth","Growth",1,"3"
"170318168004","Growth","Growth",1,"3"
"170318169001","Growth","Growth",1,"3"
"170318169002","Growth","Growth",1,"3"
"170318169003","Growth","Growth",1,"3"
"170318169004","Growth","Growth",1,"3"
"170318170001","Growth","Growth",1,"3"
"170318170002","Stable","Stable",1.22203962790637e-212,"2"
"170318170003","Growth","Growth",1,"3"
"170318170004","Growth","Growth",1,"3"
"170318170005","Growth","Growth",1,"3"
"170318171013","Growth","Growth",1,"3"
"170318171014","Growth","Growth",1,"3"
"170318171021","Decline","Decline",0,"1"
"170318171022","Growth","Growth",1,"3"
"170318171023","Growth","Growth",1,"3"
"170318172001","Growth","Growth",1,"3"
"170318172002","Growth","Growth",1,"3"
"170318172004","Growth","Growth",1,"3"
"170318173001","Growth","Growth",1,"3"
"170318174001","Growth","Growth",1,"3"
"170318174002","Growth","Growth",1,"3"
"170318174003","Growth","Growth",1,"3"
"170318175001","Growth","Growth",1,"3"
"170318175003","Growth","Growth",1,"3"
"170318175004","Growth","Growth",1,"3"
"170318176001","Stable","Stable",4.8361817829038e-145,"2"
"170318176002","Growth","Growth",1,"3"
"170318176003","Decline","Decline",0,"1"
"170318177001","Growth","Growth",1,"3"
"170318177002","Growth","Growth",1,"3"
"170318177003","Growth","Growth",1,"3"
"170318177004","Decline","Decline",0,"1"
"170318179001","Growth","Growth",1,"3"
"170318179002","Decline","Decline",0,"1"
"170318179003","Decline","Decline",0,"1"
"170318179005","Growth","Growth",1,"3"
"170318180001","Decline","Decline",0,"1"
"170318180002","Growth","Growth",1,"3"
"170318180003","Decline","Decline",0,"1"
"170318181001","Growth","Growth",1,"3"
"170318181002","Growth","Growth",1,"3"
"170318182001","Growth","Growth",1,"3"
"170318182002","Growth","Growth",1,"3"
"170318182003","Growth","Growth",1,"3"
"170318182004","Growth","Growth",1,"3"
"170318183001","Growth","Growth",1,"3"
"170318183002","Stable","Stable",7.00790382050256e-46,"2"
"170318183003","Growth","Growth",1,"3"
"170318184011","Growth","Growth",1,"3"
"170318184012","Growth","Growth",1,"3"
"170318184013","Decline","Decline",0,"1"
"170318184014","Growth","Growth",1,"3"
"170318184021","Growth","Growth",1,"3"
"170318184022","Growth","Growth",1,"3"
"170318184023","Growth","Growth",1,"3"
"170318185001","Growth","Growth",1,"3"
"170318185002","Growth","Growth",1,"3"
"170318185003","Stable","Stable",7.79766637870974e-58,"2"
"170318185004","Growth","Growth",1,"3"
"170318186001","Growth","Growth",1,"3"
"170318186002","Growth","Growth",1,"3"
"170318186003","Growth","Growth",1,"3"
"170318187001","Stable","Stable",0,"2"
"170318187002","Growth","Growth",1,"3"
"170318187003","Growth","Growth",1,"3"
"170318187004","Growth","Growth",1,"3"
"170318188001","Growth","Growth",1,"3"
"170318188002","Growth","Growth",1,"3"
"170318188003","Growth","Growth",1,"3"
"170318188004","Growth","Growth",1,"3"
"170318188005","Growth","Growth",1,"3"
"170318188006","Growth","Growth",1,"3"
"170318189001","Growth","Growth",1,"3"
"170318189002","Growth","Growth",1,"3"
"170318189003","Growth","Growth",1,"3"
"170318190001","Growth","Growth",1,"3"
"170318190002","Growth","Growth",1,"3"
"170318190003","Growth","Growth",1,"3"
"170318190004","Growth","Growth",1,"3"
"170318191001","Decline","Decline",0,"1"
"170318191002","Growth","Growth",1,"3"
"170318191003","Stable","Stable",2.11730522061165e-68,"2"
"170318191004","Growth","Growth",1,"3"
"170318192001","Growth","Growth",1,"3"
"170318192002","Growth","Growth",1,"3"
"170318192003","Growth","Growth",1,"3"
"170318192004","Growth","Growth",1,"3"
"170318193001","Growth","Growth",1,"3"
"170318193002","Growth","Growth",1,"3"
"170318193003","Growth","Growth",1,"3"
"170318194001","Decline","Decline",0,"1"
"170318194003","Growth","Growth",1,"3"
"170318194004","Growth","Growth",1,"3"
"170318194005","Stable","Stable",1.63903204898268e-281,"2"
"170318195001","Growth","Growth",1,"3"
"170318195002","Growth","Growth",1,"3"
"170318195003","Growth","Growth",1,"3"
"170318195004","Decline","Decline",0,"1"
"170318196001","Growth","Growth",1,"3"
"170318196002","Growth","Growth",1,"3"
"170318196003","Growth","Growth",1,"3"
"170318196004","Growth","Growth",1,"3"
"170318197001","Growth","Growth",1,"3"
"170318197002","Growth","Growth",1,"3"
"170318197003","Growth","Growth",1,"3"
"170318197004","Growth","Growth",1,"3"
"170318198011","Growth","Growth",1,"3"
"170318198012","Growth","Growth",1,"3"
"170318198013","Growth","Growth",1,"3"
"170318198014","Growth","Growth",1,"3"
"170318198015","Growth","Growth",1,"3"
"170318198021","Growth","Growth",1,"3"
"170318198022","Growth","Growth",1,"3"
"170318199001","Growth","Growth",1,"3"
"170318199002","Growth","Growth",1,"3"
"170318199003","Growth","Growth",1,"3"
"170318200001","Growth","Growth",1,"3"
"170318200002","Stable","Stable",0,"2"
"170318201011","Growth","Growth",1,"3"
"170318201012","Growth","Growth",1,"3"
"170318201013","Growth","Growth",1,"3"
"170318201015","Growth","Growth",1,"3"
"170318201016","Growth","Growth",1,"3"
"170318201017","Decline","Decline",0,"1"
"170318201031","Stable","Stable",0,"2"
"170318201032","Growth","Growth",1,"3"
"170318201033","Growth","Growth",1,"3"
"170318201034","Growth","Growth",1,"3"
"170318201041","Growth","Growth",1,"3"
"170318201042","Stable","Stable",5.35470892331879e-25,"2"
"170318201043","Growth","Growth",1,"3"
"170318201044","Growth","Growth",1,"3"
"170318202011","Growth","Growth",1,"3"
"170318202012","Growth","Growth",1,"3"
"170318202013","Stable","Stable",1.94089839788463e-243,"2"
"170318202014","Growth","Growth",1,"3"
"170318202021","Growth","Growth",1,"3"
"170318202022","Growth","Growth",1,"3"
"170318202023","Growth","Growth",1,"3"
"170318202031","Decline","Decline",0,"1"
"170318202032","Decline","Decline",0,"1"
"170318202041","Growth","Growth",1,"3"
"170318202042","Growth","Growth",1,"3"
"170318202043","Decline","Decline",0,"1"
"170318203001","Growth","Growth",1,"3"
"170318203002","Growth","Growth",1,"3"
"170318203003","Growth","Growth",1,"3"
"170318203004","Growth","Growth",1,"3"
"170318204001","Growth","Growth",1,"3"
"170318204002","Decline","Decline",0,"1"
"170318204003","Growth","Growth",1,"3"
"170318205011","Growth","Growth",1,"3"
"170318205012","Growth","Growth",1,"3"
"170318205013","Decline","Stable",5.95663647865798e-311,"Disagreement"
"170318205014","Decline","Decline",0,"1"
"170318205015","Growth","Growth",1,"3"
"170318205021","Growth","Growth",1,"3"
"170318205023","Stable","Stable",2.53905490631235e-208,"2"
"170318205024","Growth","Growth",1,"3"
"170318206031","Growth","Growth",1,"3"
"170318206032","Growth","Growth",1,"3"
"170318206033","Growth","Growth",1,"3"
"170318206041","Growth","Growth",1,"3"
"170318206042","Growth","Growth",1,"3"
"170318206051","Growth","Growth",1,"3"
"170318206052","Growth","Growth",1,"3"
"170318206053","Decline","Decline",0,"1"
"170318206061","Growth","Growth",1,"3"
"170318206062","Growth","Growth",1,"3"
"170318207001","Growth","Growth",1,"3"
"170318207002","Decline","Decline",0,"1"
"170318207003","Growth","Growth",1,"3"
"170318207004","Growth","Growth",1,"3"
"170318208001","Growth","Growth",1,"3"
"170318208002","Stable","Stable",9.987692645688e-07,"2"
"170318208003","Growth","Growth",1,"3"
"170318209011","Growth","Growth",1,"3"
"170318209012","Growth","Growth",1,"3"
"170318209013","Growth","Growth",1,"3"
"170318209014","Growth","Growth",1,"3"
"170318209021","Growth","Growth",1,"3"
"170318209022","Growth","Growth",1,"3"
"170318209023","Growth","Growth",1,"3"
"170318209024","Growth","Growth",1,"3"
"170318210011","Decline","Decline",0,"1"
"170318210012","Stable","Stable",2.08952358343678e-79,"2"
"170318210013","Growth","Growth",1,"3"
"170318210014","Stable","Stable",1.24216090568262e-186,"2"
"170318210021","Growth","Growth",1,"3"
"170318210022","Growth","Growth",1,"3"
"170318210023","Growth","Growth",1,"3"
"170318210024","Growth","Growth",1,"3"
"170318210025","Decline","Decline",0,"1"
"170318211011","Growth","Growth",1,"3"
"170318211012","Growth","Growth",1,"3"
"170318211013","Growth","Growth",1,"3"
"170318211014","Growth","Growth",1,"3"
"170318211021","Growth","Growth",1,"3"
"170318211022","Growth","Growth",1,"3"
"170318211023","Growth","Growth",1,"3"
"170318211024","Growth","Growth",1,"3"
"170318212001","Decline","Decline",0,"1"
"170318212002","Growth","Growth",1,"3"
"170318212003","Growth","Growth",1,"3"
"170318212004","Decline","Decline",0,"1"
"170318213001","Growth","Growth",1,"3"
"170318213002","Growth","Growth",1,"3"
"170318213003","Growth","Growth",1,"3"
"170318213004","Stable","Stable",1.88542191568516e-233,"2"
"170318214012","Growth","Growth",1,"3"
"170318214013","Decline","Decline",0,"1"
"170318214014","Growth","Growth",1,"3"
"170318214021","Growth","Growth",1,"3"
"170318214022","Growth","Growth",1,"3"
"170318214023","Growth","Growth",1,"3"
"170318215001","Decline","Decline",0,"1"
"170318216001","Growth","Growth",1,"3"
"170318216002","Growth","Growth",1,"3"
"170318216003","Growth","Growth",1,"3"
"170318216004","Growth","Growth",1,"3"
"170318216005","Growth","Growth",1,"3"
"170318217001","Growth","Growth",1,"3"
"170318217002","Growth","Growth",1,"3"
"170318217003","Growth","Growth",1,"3"
"170318217004","Decline","Decline",0,"1"
"170318218001","Growth","Growth",1,"3"
"170318218002","Growth","Growth",1,"3"
"170318218003","Decline","Decline",0,"1"
"170318218004","Growth","Growth",1,"3"
"170318218005","Growth","Growth",1,"3"
"170318218006","Growth","Growth",1,"3"
"170318219001","Growth","Growth",1,"3"
"170318219003","Growth","Growth",1,"3"
"170318219004","Growth","Growth",1,"3"
"170318219005","Growth","Growth",1,"3"
"170318220001","Growth","Growth",1,"3"
"170318220002","Growth","Growth",1,"3"
"170318220003","Stable","Stable",7.27294959023481e-97,"2"
"170318220004","Growth","Growth",1,"3"
"170318220005","Growth","Growth",1,"3"
"170318221011","Growth","Growth",1,"3"
"170318221012","Growth","Growth",1,"3"
"170318221013","Growth","Growth",1,"3"
"170318221022","Growth","Growth",1,"3"
"170318221023","Growth","Growth",1,"3"
"170318221024","Growth","Growth",1,"3"
"170318222001","Stable","Stable",4.13317038156942e-143,"2"
"170318222002","Growth","Growth",1,"3"
"170318222003","Growth","Growth",1,"3"
"170318223011","Growth","Growth",1,"3"
"170318223012","Growth","Growth",1,"3"
"170318223013","Growth","Growth",1,"3"
"170318223014","Growth","Growth",1,"3"
"170318223021","Growth","Growth",1,"3"
"170318223022","Growth","Growth",1,"3"
"170318223023","Growth","Growth",1,"3"
"170318224001","Growth","Growth",1,"3"
"170318224002","Growth","Growth",1,"3"
"170318224003","Growth","Growth",1,"3"
"170318224004","Growth","Growth",1,"3"
"170318225001","Growth","Growth",1,"3"
"170318225002","Growth","Growth",1,"3"
"170318225003","Growth","Growth",1,"3"
"170318225004","Growth","Growth",1,"3"
"170318226011","Growth","Growth",1,"3"
"170318226012","Growth","Growth",1,"3"
"170318226013","Growth","Growth",1,"3"
"170318226021","Growth","Growth",1,"3"
"170318226022","Growth","Growth",1,"3"
"170318226023","Decline","Decline",0,"1"
"170318226024","Growth","Growth",1,"3"
"170318227011","Growth","Growth",1,"3"
"170318227012","Growth","Growth",1,"3"
"170318227013","Growth","Growth",1,"3"
"170318227021","Growth","Growth",1,"3"
"170318227022","Growth","Growth",1,"3"
"170318227023","Growth","Growth",1,"3"
"170318228011","Growth","Growth",1,"3"
"170318228012","Growth","Growth",1,"3"
"170318228021","Growth","Growth",1,"3"
"170318228022","Growth","Growth",1,"3"
"170318228023","Growth","Growth",1,"3"
